,supplier_id,sales_growth,profit_margin,normalised_ebita_margin,net_profit_margin,net_worth,working_capital,receivable_day,inventory_days,payable_days,cash_equivalents,current_liabilities,total_debts,net_income,cashflow_stability,is_client_on_CRB,statements_status,economic_sensitivity,capital_intensity,utilization_capacity,market_growth,is_litigation_issues,how_regulated,is_there_competition,how_competitive,how_mature,is_industry_performing,is_industry_risky,are_there_structures,is_business_technical,how_technical,how_managed,is_it_one_man_show,is_there_controls,has_experience,times_supplied_before,st_debt,total_liabilities,current_ratio,interest_expense,equity,total_current_assets,stability,how_diverse,product_substitution,scoring_time
452,453,0.78,0.44,0.93,0.0048,0.97,32586918,52,8,81,71,97,65,80,66,34,79,medium,problematic,medium,problematic,False,problematic,False,problematic,problematic,True,True,True,True,Never,Yearly,True,True,False,Seldom,97,0.97,3.24,20.25,97,9.7,weak,problematic,problematic,2022-07-22 10:51:29.985550
453,454,0.23,0.6,0.99,0.0048,0.16,49697561,99,97,66,96,16,62,24,71,52,2,outstanding,outstanding,problematic,outstanding,False,outstanding,True,problematic,outstanding,False,False,False,True,Daily,Monthly,False,True,False,Seldom,16,0.16,2.64,16.5,16,1.6,weak,problematic,outstanding,2022-07-22 10:51:29.985550
454,455,0.66,0.09,0.61,0.0046999999999999,0.34,73590122,9,98,82,16,34,15,44,52,27,54,medium,weak,medium,weak,False,weak,True,problematic,high,False,True,True,False,Never,Once,True,False,True,Yearly,34,0.34,3.28,20.5,34,3.4,high,problematic,high,2022-07-22 10:51:29.985550
455,456,0.56,0.2,0.29,0.0034,0.39,53433697,72,79,100,79,39,15,35,94,47,93,weak,outstanding,outstanding,outstanding,True,outstanding,False,problematic,problematic,True,False,True,False,Once,Once,False,False,True,Seldom,39,0.39,4.0,25.0,39,3.9,weak,problematic,problematic,2022-07-22 10:51:29.985550
456,457,0.85,0.09,0.01,0.0040999999999999,0.16,9635056,88,9,48,28,16,5,54,84,4,30,outstanding,weak,problematic,weak,False,weak,False,problematic,outstanding,False,False,False,False,Weekly,Weekly,True,True,False,Yearly,16,0.16,1.92,12.0,16,1.6,high,problematic,outstanding,2022-07-22 10:51:29.985550
457,458,0.56,0.51,0.21,0.0008,0.54,90785999,73,53,56,74,54,62,62,12,99,74,outstanding,outstanding,high,outstanding,True,outstanding,True,problematic,problematic,False,False,True,False,Weekly,Monthly,True,False,False,Seldom,54,0.54,2.24,14.0,54,5.4,weak,problematic,problematic,2022-07-22 10:51:29.985550
458,459,0.9,0.11,0.22,0.0063,0.16,54978915,14,64,57,63,16,83,71,7,8,23,outstanding,problematic,medium,problematic,False,problematic,True,problematic,high,True,True,True,True,Never,Often,True,True,False,Yearly,16,0.16,2.28,14.25,16,1.6,high,problematic,high,2022-07-22 10:51:29.985550
459,460,0.11,0.96,0.02,0.0034,0.54,75525632,88,84,12,63,54,25,18,42,45,87,problematic,medium,outstanding,medium,True,medium,True,high,high,False,False,False,False,Never,Never,True,False,True,Yearly,54,0.54,0.48,3.0,54,5.4,high,high,high,2022-07-22 10:51:29.985550
460,461,0.86,0.27,0.41,0.0005,0.41,95386707,18,94,19,93,41,93,62,25,40,56,medium,problematic,weak,problematic,False,problematic,False,problematic,outstanding,False,True,True,True,Daily,Often,False,False,False,Once,41,0.41,0.76,4.75,41,4.1,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
461,462,0.08,0.52,0.32,0.0023,0.41,14491868,54,35,36,72,41,35,68,100,55,97,high,problematic,medium,problematic,False,problematic,False,weak,problematic,False,False,False,True,Never,Never,False,True,False,Never,41,0.41,1.44,9.0,41,4.1,problematic,weak,problematic,2022-07-22 10:51:29.985550
462,463,0.9,0.99,0.85,0.0065,0.63,68710232,86,91,88,83,63,71,95,13,31,43,problematic,high,problematic,high,True,high,False,outstanding,outstanding,False,True,True,True,Seldom,Monthly,False,False,True,Yearly,63,0.63,3.52,22.0,63,6.3,high,outstanding,outstanding,2022-07-22 10:51:29.985550
463,464,0.64,0.28,0.89,0.0008,0.9,32398114,2,55,62,72,90,18,17,39,50,3,medium,weak,medium,weak,False,weak,True,problematic,high,True,True,True,False,Never,Daily,True,False,True,Daily,90,0.9,2.48,15.5,90,9.0,problematic,problematic,high,2022-07-22 10:51:29.985550
464,465,0.51,0.42,0.74,0.003,0.69,11608914,99,76,91,32,69,84,46,68,28,73,high,medium,problematic,medium,False,medium,True,medium,problematic,True,False,False,True,Once,Often,True,False,False,Daily,69,0.69,3.64,22.75,69,6.9,problematic,medium,problematic,2022-07-22 10:51:29.985550
465,466,0.36,0.77,0.53,0.0007,0.69,29140025,25,55,2,78,69,58,99,12,46,84,outstanding,high,problematic,high,True,high,True,problematic,weak,True,True,True,False,Often,Weekly,True,True,True,Once,69,0.69,0.08,0.5,69,6.9,problematic,problematic,weak,2022-07-22 10:51:29.985550
466,467,0.72,0.98,0.42,0.0034,0.33,3556002,78,15,17,81,33,41,7,16,71,91,weak,medium,high,medium,False,medium,True,problematic,medium,True,False,False,True,Once,Monthly,True,True,False,Seldom,33,0.33,0.68,4.25,33,3.3,weak,problematic,medium,2022-07-22 10:51:29.985550
467,468,0.88,0.1,0.87,0.01,0.86,92918978,33,1,49,25,86,99,91,68,40,2,outstanding,medium,outstanding,medium,False,medium,True,problematic,problematic,True,False,False,False,Seldom,Weekly,False,True,False,Daily,86,0.86,1.96,12.25,86,8.6,problematic,problematic,problematic,2022-07-22 10:51:29.985550
468,469,0.9,0.51,0.06,0.0009,0.69,72489143,52,8,92,46,69,16,98,79,75,74,problematic,medium,high,medium,True,medium,False,weak,problematic,False,False,True,True,Never,Monthly,True,False,False,Yearly,69,0.69,3.68,23.0,69,6.9,high,weak,problematic,2022-07-22 10:51:29.985550
469,470,0.13,0.82,0.93,0.0044,0.62,24615027,60,82,28,4,62,40,47,94,46,48,outstanding,weak,weak,weak,True,weak,False,problematic,medium,True,False,True,False,Often,Once,True,False,True,Once,62,0.62,1.12,7.0,62,6.2,problematic,problematic,medium,2022-07-22 10:51:29.985550
470,471,0.96,0.29,0.92,0.0083,0.25,43020235,87,19,66,20,25,84,62,90,41,44,outstanding,weak,weak,weak,True,weak,True,problematic,problematic,False,True,True,False,Daily,Often,True,True,True,Weekly,25,0.25,2.64,16.5,25,2.5,problematic,problematic,problematic,2022-07-22 10:51:29.985550
471,472,0.05,0.19,0.48,0.0012,0.54,14984283,84,16,69,48,54,19,94,43,8,9,problematic,outstanding,weak,outstanding,False,outstanding,False,weak,problematic,False,False,True,False,Weekly,Often,False,False,False,Often,54,0.54,2.76,17.25,54,5.4,problematic,weak,problematic,2022-07-22 10:51:29.985550
472,473,0.81,0.12,0.97,0.0081,0.63,88555227,8,85,54,43,63,23,4,51,76,24,high,weak,medium,weak,True,weak,False,high,problematic,False,True,True,False,Seldom,Once,False,True,True,Monthly,63,0.63,2.16,13.5,63,6.3,outstanding,high,problematic,2022-07-22 10:51:29.985550
473,474,0.42,0.37,0.94,0.0038,0.28,8346440,80,97,6,1,28,16,6,66,86,1,weak,high,medium,high,False,high,True,problematic,problematic,True,True,True,False,Once,Weekly,False,True,False,Never,28,0.28,0.24,1.5,28,2.8,problematic,problematic,problematic,2022-07-22 10:51:29.985550
474,475,0.01,0.55,0.62,0.01,0.63,53544047,37,97,34,64,63,63,94,19,60,77,high,outstanding,weak,outstanding,False,outstanding,True,high,problematic,True,False,False,False,Daily,Seldom,True,True,False,Never,63,0.63,1.36,8.5,63,6.3,problematic,high,problematic,2022-07-22 10:51:29.985550
475,476,0.47,0.92,0.14,0.005,0.2,79562401,58,66,13,30,20,15,83,31,17,14,problematic,outstanding,problematic,outstanding,False,outstanding,False,problematic,high,True,False,False,True,Monthly,Monthly,False,True,False,Daily,20,0.2,0.52,3.25,20,2.0,problematic,problematic,high,2022-07-22 10:51:29.985550
476,477,0.49,0.14,0.56,0.0048,0.63,25875051,96,21,42,13,63,26,91,62,2,15,outstanding,medium,outstanding,medium,True,medium,True,high,problematic,True,True,False,True,Once,Never,False,False,True,Seldom,63,0.63,1.68,10.5,63,6.3,weak,high,problematic,2022-07-22 10:51:29.985550
477,478,0.43,0.7,0.17,0.001,0.6,1261448,20,12,4,65,60,20,68,63,32,69,medium,high,medium,high,False,high,False,outstanding,problematic,True,False,False,True,Seldom,Once,False,True,True,Often,60,0.6,0.16,1.0,60,6.0,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
478,479,0.11,0.3,0.59,0.0011,0.47,12553212,39,69,20,32,47,95,3,3,34,100,weak,problematic,high,problematic,True,problematic,False,medium,problematic,False,False,True,False,Once,Once,True,True,False,Once,47,0.47,0.8,5.0,47,4.7,problematic,medium,problematic,2022-07-22 10:51:29.985550
479,480,0.81,0.43,0.22,0.0066,0.23,92037440,2,84,17,49,23,52,35,28,91,84,weak,problematic,problematic,problematic,False,problematic,True,weak,medium,False,True,False,False,Yearly,Often,False,True,True,Daily,23,0.23,0.68,4.25,23,2.3,problematic,weak,medium,2022-07-22 10:51:29.985550
480,481,0.11,0.06,0.37,0.0016,0.98,87061247,44,64,3,42,98,51,22,17,73,10,medium,weak,outstanding,weak,False,weak,False,outstanding,problematic,False,True,False,True,Never,Weekly,False,False,True,Daily,98,0.98,0.12,0.75,98,9.8,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
481,482,0.8,0.51,0.84,0.0069,0.21,63255131,13,54,91,1,21,96,48,68,42,27,outstanding,medium,medium,medium,True,medium,True,outstanding,outstanding,False,False,True,False,Yearly,Yearly,False,True,False,Often,21,0.21,3.64,22.75,21,2.1,problematic,outstanding,outstanding,2022-07-22 10:51:29.985550
482,483,0.37,0.75,0.47,0.0069,0.21,42549896,37,76,55,99,21,57,2,55,72,94,weak,weak,weak,weak,False,weak,False,weak,problematic,False,False,False,True,Once,Daily,False,True,False,Monthly,21,0.21,2.2,13.75,21,2.1,outstanding,weak,problematic,2022-07-22 10:51:29.985550
483,484,0.27,0.2,0.69,0.0034999999999999,0.24,25765365,4,54,80,34,24,31,54,75,75,59,high,high,problematic,high,False,high,True,problematic,problematic,False,True,False,True,Daily,Weekly,True,False,False,Daily,24,0.24,3.2,20.0,24,2.4,problematic,problematic,problematic,2022-07-22 10:51:29.985550
484,485,0.36,0.14,0.7,0.0036,0.98,46950249,100,61,62,52,98,77,86,81,90,25,medium,medium,weak,medium,True,medium,False,problematic,medium,True,False,False,True,Once,Seldom,False,True,False,Never,98,0.98,2.48,15.5,98,9.8,problematic,problematic,medium,2022-07-22 10:51:29.985550
485,486,0.65,0.5,0.51,0.0039,0.43,30108612,67,9,26,94,43,12,42,97,67,65,outstanding,problematic,outstanding,problematic,False,problematic,True,problematic,problematic,True,False,False,False,Never,Monthly,False,True,True,Daily,43,0.43,1.04,6.5,43,4.3,problematic,problematic,problematic,2022-07-22 10:51:29.985550
486,487,0.67,0.09,0.81,0.0016,0.72,40233203,56,45,96,35,72,12,91,7,66,75,problematic,problematic,outstanding,problematic,False,problematic,False,weak,high,True,False,True,True,Often,Once,True,True,False,Once,72,0.72,3.84,24.0,72,7.2,problematic,weak,high,2022-07-22 10:51:29.985550
487,488,0.56,0.42,0.7,0.0022,0.71,42849732,83,72,52,56,71,98,69,56,74,83,outstanding,weak,high,weak,False,weak,False,problematic,weak,True,True,False,False,Daily,Daily,True,False,False,Once,71,0.71,2.08,13.0,71,7.1,problematic,problematic,weak,2022-07-22 10:51:29.985550
488,489,0.91,0.12,0.06,0.0007,0.46,29312950,21,93,94,40,46,35,1,61,3,30,outstanding,weak,problematic,weak,False,weak,False,problematic,weak,False,False,False,True,Never,Once,False,False,True,Yearly,46,0.46,3.76,23.5,46,4.6,high,problematic,weak,2022-07-22 10:51:29.985550
489,490,0.02,0.04,0.36,0.0087,0.24,97021722,80,67,71,63,24,73,50,25,66,10,weak,high,medium,high,True,high,True,problematic,problematic,True,True,False,True,Monthly,Weekly,False,True,False,Weekly,24,0.24,2.84,17.75,24,2.4,problematic,problematic,problematic,2022-07-22 10:51:29.985550
490,491,0.48,0.74,0.69,0.004,0.59,70721541,58,14,82,5,59,26,46,67,76,40,medium,problematic,problematic,problematic,False,problematic,False,weak,high,False,False,False,False,Monthly,Never,False,False,True,Daily,59,0.59,3.28,20.5,59,5.9,problematic,weak,high,2022-07-22 10:51:29.985550
491,492,0.89,0.94,0.26,0.0046,0.97,90820966,17,7,100,88,97,100,55,63,22,78,medium,problematic,medium,problematic,False,problematic,True,problematic,problematic,True,True,False,False,Yearly,Monthly,True,True,False,Daily,97,0.97,4.0,25.0,97,9.7,problematic,problematic,problematic,2022-07-22 10:51:29.985550
492,493,0.43,0.72,0.24,0.0007,0.33,62121540,3,92,52,24,33,20,65,1,62,24,medium,medium,weak,medium,False,medium,True,high,high,True,False,True,False,Once,Daily,True,False,False,Daily,33,0.33,2.08,13.0,33,3.3,problematic,high,high,2022-07-22 10:51:29.985550
493,494,0.74,0.03,0.89,0.0068,0.14,51402546,93,34,45,40,14,12,100,70,6,76,outstanding,high,outstanding,high,True,high,False,problematic,problematic,False,False,False,True,Often,Never,True,False,False,Once,14,0.14,1.8,11.25,14,1.4,problematic,problematic,problematic,2022-07-22 10:51:29.985550
494,495,0.15,0.19,0.04,0.0048,0.17,14786006,84,36,68,58,17,77,75,33,18,27,medium,medium,high,medium,False,medium,True,weak,outstanding,False,True,False,False,Daily,Weekly,False,False,True,Weekly,17,0.17,2.72,17.0,17,1.7,problematic,weak,outstanding,2022-07-22 10:51:29.985550
495,496,0.71,0.84,0.93,0.0018,0.4,42455572,98,36,76,81,40,86,100,51,89,87,weak,weak,medium,weak,True,weak,False,problematic,problematic,False,True,True,True,Once,Monthly,False,True,False,Never,40,0.4,3.04,19.0,40,4.0,problematic,problematic,problematic,2022-07-22 10:51:29.985550
496,497,0.05,0.85,0.77,0.0055,0.25,99077632,44,61,20,50,25,24,92,6,50,85,problematic,high,high,high,True,high,False,problematic,problematic,False,False,True,False,Daily,Often,True,False,True,Weekly,25,0.25,0.8,5.0,25,2.5,problematic,problematic,problematic,2022-07-22 10:51:29.985550
497,498,0.21,0.32,0.29,0.002,0.09,56993042,71,74,94,71,9,54,43,15,51,48,weak,medium,problematic,medium,True,medium,True,medium,problematic,False,True,False,False,Often,Daily,False,True,False,Once,9,0.09,3.76,23.5,9,0.9,problematic,medium,problematic,2022-07-22 10:51:29.985550
498,499,0.28,0.84,0.32,0.004,0.04,30884450,94,96,94,32,4,7,12,58,92,87,problematic,problematic,medium,problematic,True,problematic,False,high,problematic,True,False,False,False,Never,Monthly,True,True,True,Never,4,0.04,3.76,23.5,4,0.4,problematic,high,problematic,2022-07-22 10:51:29.985550
499,500,0.63,0.64,0.61,0.0066,0.76,79392189,15,66,31,83,76,83,82,70,24,54,weak,problematic,medium,problematic,True,problematic,False,problematic,problematic,True,True,True,False,Once,Never,False,False,True,Once,76,0.76,1.24,7.75,76,7.6,problematic,problematic,problematic,2022-07-22 10:51:29.985550
500,501,0.41,0.04,0.42,0.0091,0.01,8503534,63,32,69,100,1,40,85,28,9,32,weak,outstanding,high,outstanding,False,outstanding,True,outstanding,problematic,True,False,True,False,Often,Daily,True,False,True,Seldom,1,0.01,2.76,17.25,1,0.1,weak,outstanding,problematic,2022-07-22 10:51:29.985550
501,502,0.56,0.92,0.87,0.0038,0.26,95718656,74,87,79,41,26,51,43,22,58,91,high,medium,outstanding,medium,False,medium,True,medium,high,True,False,True,False,Never,Never,True,True,False,Seldom,26,0.26,3.16,19.75,26,2.6,weak,medium,high,2022-07-22 10:51:29.985550
502,503,0.07,0.84,0.08,0.0026,0.74,84033078,60,22,10,71,74,75,82,45,64,3,medium,problematic,high,problematic,False,problematic,True,problematic,medium,True,False,True,True,Yearly,Yearly,False,True,False,Daily,74,0.74,0.4,2.5,74,7.4,problematic,problematic,medium,2022-07-22 10:51:29.985550
503,504,0.19,0.13,0.92,0.0092,0.11,68835174,16,43,58,6,11,12,60,17,44,25,weak,medium,high,medium,True,medium,False,high,medium,False,False,True,False,Yearly,Monthly,False,True,False,Daily,11,0.11,2.32,14.5,11,1.1,problematic,high,medium,2022-07-22 10:51:29.985550
504,505,0.22,0.75,0.57,0.0064,0.09,9045262,88,70,44,24,9,47,38,95,95,22,weak,medium,high,medium,False,medium,True,problematic,problematic,True,False,True,False,Never,Seldom,True,True,False,Daily,9,0.09,1.76,11.0,9,0.9,problematic,problematic,problematic,2022-07-22 10:51:29.985550
505,506,0.6,0.8,1.0,0.0025,0.78,39244078,6,65,59,61,78,70,15,50,72,79,problematic,high,outstanding,high,True,high,False,problematic,outstanding,False,False,False,False,Daily,Never,False,True,True,Often,78,0.78,2.36,14.75,78,7.8,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
506,507,0.36,0.95,0.32,0.0081,0.68,18284673,92,80,36,49,68,64,99,5,18,40,outstanding,high,medium,high,False,high,False,problematic,problematic,True,True,True,False,Monthly,Once,False,True,True,Often,68,0.68,1.44,9.0,68,6.8,problematic,problematic,problematic,2022-07-22 10:51:29.985550
507,508,0.17,0.63,0.58,0.0069999999999999,0.8,5738279,98,27,42,84,80,67,78,5,52,4,high,weak,weak,weak,True,weak,True,outstanding,problematic,True,False,True,True,Weekly,Often,False,True,False,Yearly,80,0.8,1.68,10.5,80,8.0,high,outstanding,problematic,2022-07-22 10:51:29.985550
508,509,0.53,0.83,0.89,0.0069999999999999,0.24,43934409,76,80,86,39,24,57,20,11,91,60,outstanding,outstanding,medium,outstanding,True,outstanding,True,weak,medium,False,False,True,True,Daily,Monthly,False,False,True,Daily,24,0.24,3.44,21.5,24,2.4,problematic,weak,medium,2022-07-22 10:51:29.985550
509,510,0.65,0.36,0.12,0.0068,0.16,99415736,82,89,44,91,16,26,55,75,49,59,medium,high,weak,high,False,high,False,problematic,problematic,True,False,False,False,Weekly,Monthly,False,False,False,Monthly,16,0.16,1.76,11.0,16,1.6,outstanding,problematic,problematic,2022-07-22 10:51:29.985550
510,511,0.93,0.38,0.94,0.004,0.4,66998042,89,63,38,33,40,66,70,86,21,26,problematic,high,weak,high,True,high,False,problematic,problematic,True,False,True,False,Often,Yearly,False,True,False,Daily,40,0.4,1.52,9.5,40,4.0,problematic,problematic,problematic,2022-07-22 10:51:29.985550
511,512,0.44,0.1,0.93,0.0005,0.78,49575469,61,67,27,88,78,16,69,41,80,17,high,high,outstanding,high,False,high,True,outstanding,problematic,True,False,False,True,Once,Monthly,True,True,True,Never,78,0.78,1.08,6.75,78,7.8,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
512,513,0.83,0.44,0.34,0.0072,0.36,64051672,3,77,35,67,36,22,10,4,24,17,high,outstanding,weak,outstanding,False,outstanding,False,problematic,problematic,False,True,True,True,Yearly,Often,False,True,True,Once,36,0.36,1.4,8.75,36,3.6,problematic,problematic,problematic,2022-07-22 10:51:29.985550
513,514,0.15,0.75,0.1,0.0069999999999999,0.69,43303076,42,94,94,46,69,10,47,69,8,13,medium,weak,high,weak,True,weak,False,problematic,problematic,True,False,True,True,Daily,Seldom,False,False,False,Daily,69,0.69,3.76,23.5,69,6.9,problematic,problematic,problematic,2022-07-22 10:51:29.985550
514,515,0.91,0.62,0.69,0.0004,0.73,57966881,39,49,82,1,73,61,67,15,50,29,high,medium,high,medium,False,medium,True,medium,medium,False,True,True,False,Never,Weekly,True,True,False,Once,73,0.73,3.28,20.5,73,7.3,problematic,medium,medium,2022-07-22 10:51:29.985550
515,516,0.04,0.62,0.11,0.0095,0.72,53630864,83,1,75,63,72,82,8,14,39,88,outstanding,weak,outstanding,weak,False,weak,False,high,problematic,True,True,True,True,Daily,Once,False,True,False,Seldom,72,0.72,3.0,18.75,72,7.2,weak,high,problematic,2022-07-22 10:51:29.985550
516,517,0.3,0.71,0.6,0.0044,0.34,25793504,3,82,47,65,34,96,51,42,13,65,problematic,high,outstanding,high,True,high,False,problematic,outstanding,False,False,True,True,Often,Once,True,True,False,Seldom,34,0.34,1.88,11.75,34,3.4,weak,problematic,outstanding,2022-07-22 10:51:29.985550
517,518,0.78,0.22,0.26,0.0051,0.74,80582476,4,37,56,45,74,73,51,40,79,51,medium,high,high,high,True,high,True,problematic,problematic,True,False,False,False,Seldom,Monthly,False,False,True,Never,74,0.74,2.24,14.0,74,7.4,problematic,problematic,problematic,2022-07-22 10:51:29.985550
518,519,0.48,0.25,0.7,0.0098999999999999,0.13,23228196,96,66,40,2,13,18,38,100,69,27,high,medium,problematic,medium,False,medium,True,medium,problematic,False,False,False,True,Once,Once,True,True,True,Yearly,13,0.13,1.6,10.0,13,1.3,high,medium,problematic,2022-07-22 10:51:29.985550
519,520,0.77,0.45,0.76,0.008,0.13,72943082,45,4,64,7,13,57,16,13,24,50,weak,problematic,high,problematic,True,problematic,False,problematic,medium,True,False,False,False,Monthly,Monthly,False,True,False,Often,13,0.13,2.56,16.0,13,1.3,problematic,problematic,medium,2022-07-22 10:51:29.985550
520,521,0.78,0.41,0.85,0.0062,0.01,18744941,83,70,87,81,1,49,12,49,56,42,problematic,outstanding,high,outstanding,True,outstanding,True,problematic,medium,False,False,False,False,Daily,Often,False,False,False,Yearly,1,0.01,3.48,21.75,1,0.1,high,problematic,medium,2022-07-22 10:51:29.985550
521,522,0.47,0.81,0.58,0.0008,0.72,87028016,84,26,34,32,72,75,20,52,78,15,weak,outstanding,weak,outstanding,True,outstanding,False,problematic,high,False,True,False,False,Seldom,Daily,True,True,False,Once,72,0.72,1.36,8.5,72,7.2,problematic,problematic,high,2022-07-22 10:51:29.985550
522,523,0.45,0.95,0.8,0.001,0.58,24096281,66,17,84,34,58,92,64,87,67,100,problematic,weak,medium,weak,False,weak,False,medium,weak,True,False,True,True,Seldom,Monthly,True,True,True,Seldom,58,0.58,3.36,21.0,58,5.8,weak,medium,weak,2022-07-22 10:51:29.985550
523,524,0.24,0.23,0.42,0.0027,0.44,8011004,14,51,99,24,44,65,4,94,31,83,high,outstanding,high,outstanding,True,outstanding,True,high,problematic,True,False,False,True,Monthly,Once,True,True,True,Never,44,0.44,3.96,24.75,44,4.4,problematic,high,problematic,2022-07-22 10:51:29.985550
524,525,0.04,0.92,0.83,0.0028,0.94,48542494,19,70,81,30,94,52,6,40,65,10,weak,outstanding,problematic,outstanding,False,outstanding,False,problematic,weak,False,True,True,False,Monthly,Daily,False,False,True,Once,94,0.94,3.24,20.25,94,9.4,problematic,problematic,weak,2022-07-22 10:51:29.985550
525,526,0.47,0.57,0.09,0.0023,0.51,57248319,76,49,3,73,51,14,83,46,38,26,medium,high,medium,high,False,high,False,problematic,problematic,False,True,True,False,Daily,Seldom,False,True,True,Once,51,0.51,0.12,0.75,51,5.1,problematic,problematic,problematic,2022-07-22 10:51:29.985550
526,527,0.78,0.22,0.85,0.0067,0.17,55665893,67,73,86,85,17,19,70,81,1,28,medium,medium,medium,medium,False,medium,False,high,problematic,True,True,True,False,Seldom,Never,True,False,True,Yearly,17,0.17,3.44,21.5,17,1.7,high,high,problematic,2022-07-22 10:51:29.985550
527,528,0.6,0.17,0.33,0.0098999999999999,0.77,96951758,62,71,69,8,77,13,3,11,29,16,weak,problematic,high,problematic,True,problematic,True,problematic,high,False,True,False,True,Never,Never,True,True,True,Once,77,0.77,2.76,17.25,77,7.7,problematic,problematic,high,2022-07-22 10:51:29.985550
528,529,0.67,0.77,0.54,0.0089,0.5,51715377,61,83,28,29,50,51,11,92,11,99,weak,weak,weak,weak,True,weak,False,medium,problematic,True,False,True,True,Never,Yearly,False,True,True,Monthly,50,0.5,1.12,7.0,50,5.0,outstanding,medium,problematic,2022-07-22 10:51:29.985550
529,530,0.75,0.96,0.42,0.0074,0.37,38726109,87,14,24,63,37,81,81,47,98,78,problematic,medium,medium,medium,False,medium,False,outstanding,medium,False,True,True,True,Often,Often,True,False,True,Weekly,37,0.37,0.96,6.0,37,3.7,problematic,outstanding,medium,2022-07-22 10:51:29.985550
530,531,0.6,0.56,0.85,0.0059,0.34,56313415,66,11,2,63,34,10,23,86,7,85,problematic,problematic,medium,problematic,False,problematic,True,high,outstanding,False,True,True,False,Often,Once,True,True,True,Monthly,34,0.34,0.08,0.5,34,3.4,outstanding,high,outstanding,2022-07-22 10:51:29.985550
531,532,0.4,0.52,0.83,0.0025,0.23,72621032,45,71,34,72,23,58,41,65,35,80,high,medium,weak,medium,False,medium,False,high,problematic,True,False,False,False,Never,Daily,True,False,True,Daily,23,0.23,1.36,8.5,23,2.3,problematic,high,problematic,2022-07-22 10:51:29.985550
532,533,0.3,0.11,0.78,0.0046,0.34,16461612,29,59,51,28,34,49,12,86,40,12,outstanding,problematic,outstanding,problematic,True,problematic,False,problematic,high,True,True,True,False,Never,Often,True,False,True,Never,34,0.34,2.04,12.75,34,3.4,problematic,problematic,high,2022-07-22 10:51:29.985550
533,534,0.94,0.68,0.19,0.0022,0.74,75329689,26,100,70,21,74,47,39,72,38,95,outstanding,weak,problematic,weak,False,weak,True,problematic,high,False,True,True,False,Weekly,Weekly,False,False,False,Seldom,74,0.74,2.8,17.5,74,7.4,weak,problematic,high,2022-07-22 10:51:29.985550
534,535,0.92,0.26,0.71,0.0091,0.96,7676658,81,34,2,51,96,34,84,62,28,74,high,weak,problematic,weak,False,weak,True,problematic,problematic,True,False,False,False,Once,Daily,False,False,True,Monthly,96,0.96,0.08,0.5,96,9.6,outstanding,problematic,problematic,2022-07-22 10:51:29.985550
535,536,0.95,0.51,0.48,0.0065,0.7,81684124,7,46,100,18,70,20,34,96,24,58,high,problematic,problematic,problematic,True,problematic,True,problematic,problematic,True,False,False,True,Often,Monthly,True,False,False,Once,70,0.7,4.0,25.0,70,7.0,problematic,problematic,problematic,2022-07-22 10:51:29.985550
536,537,0.25,0.83,0.05,0.0078,0.64,23889628,24,70,41,95,64,64,71,49,15,17,medium,outstanding,outstanding,outstanding,False,outstanding,True,problematic,weak,False,False,False,False,Weekly,Often,True,False,False,Seldom,64,0.64,1.64,10.25,64,6.4,weak,problematic,weak,2022-07-22 10:51:29.985550
537,538,0.56,0.49,0.76,0.0019,0.44,80356069,82,65,42,79,44,1,24,22,56,87,problematic,outstanding,outstanding,outstanding,False,outstanding,True,problematic,problematic,True,False,True,True,Never,Monthly,False,True,False,Monthly,44,0.44,1.68,10.5,44,4.4,outstanding,problematic,problematic,2022-07-22 10:51:29.985550
538,539,0.58,0.08,0.35,0.0063,0.85,23743631,63,74,89,24,85,8,44,33,15,20,medium,weak,high,weak,True,weak,True,problematic,problematic,True,True,False,True,Seldom,Once,False,True,True,Often,85,0.85,3.56,22.25,85,8.5,problematic,problematic,problematic,2022-07-22 10:51:29.985550
539,540,0.38,0.26,0.8,0.0085,0.74,14635642,39,60,71,28,74,82,24,27,89,29,medium,high,outstanding,high,False,high,True,medium,outstanding,True,False,False,True,Once,Yearly,True,False,False,Yearly,74,0.74,2.84,17.75,74,7.4,high,medium,outstanding,2022-07-22 10:51:29.985550
540,541,0.28,0.23,0.67,0.0077,0.36,83378048,91,26,98,20,36,18,47,46,24,86,high,outstanding,weak,outstanding,True,outstanding,True,weak,problematic,True,False,True,False,Once,Yearly,False,True,True,Seldom,36,0.36,3.92,24.5,36,3.6,weak,weak,problematic,2022-07-22 10:51:29.985550
541,542,0.82,0.37,0.22,0.0027,0.48,51608259,41,51,75,48,48,60,79,96,73,44,outstanding,medium,problematic,medium,False,medium,False,high,weak,True,True,True,False,Yearly,Weekly,False,False,False,Often,48,0.48,3.0,18.75,48,4.8,problematic,high,weak,2022-07-22 10:51:29.985550
542,543,0.58,0.34,0.18,0.0056999999999999,0.27,5551787,1,99,36,69,27,69,59,73,1,48,problematic,medium,outstanding,medium,False,medium,True,problematic,problematic,False,False,False,True,Seldom,Never,False,False,False,Weekly,27,0.27,1.44,9.0,27,2.7,problematic,problematic,problematic,2022-07-22 10:51:29.985550
